State,Country,Lat,Long,id,recovered_date,recovered_acc_count,recovered_inc_count
Angola,Angola,-11.2027,17.8739,4,3-4-2020,1,0
Angola,Angola,-11.2027,17.8739,4,4-4-2020,2,1
Angola,Angola,-11.2027,17.8739,4,5-4-2020,2,0
Angola,Angola,-11.2027,17.8739,4,6-4-2020,2,0
Angola,Angola,-11.2027,17.8739,4,7-4-2020,2,0
Angola,Angola,-11.2027,17.8739,4,8-4-2020,2,0
Angola,Angola,-11.2027,17.8739,4,9-4-2020,2,0
Angola,Angola,-11.2027,17.8739,4,10-4-2020,2,0
Angola,Angola,-11.2027,17.8739,4,11-4-2020,4,2
Angola,Angola,-11.2027,17.8739,4,12-4-2020,4,0
Angola,Angola,-11.2027,17.8739,4,13-4-2020,4,0
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,5,22-1-2020,0,0
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,5,23-1-2020,0,0
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,5,24-1-2020,0,0
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,5,25-1-2020,0,0
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,5,26-1-2020,0,0
